"TripType","VisitNumber","Weekday","Upc","ScanCount","DepartmentDescription","FinelineNumber"
5,4746,"Friday",89734300125,1,"PHARMACY OTC",4000
5,4746,"Friday",87811400795,4,"PHARMACY OTC",523
999,4750,"Friday",9933894208,1,"LADIESWEAR",1180
999,4750,"Friday",9933894197,-1,"LADIESWEAR",1180
25,4753,"Friday",88309620200,1,"MENS WEAR",8238
25,4753,"Friday",7524310514,1,"DAIRY",1507
25,4753,"Friday",69922162117,1,"COMM BREAD",3729
25,4753,"Friday",88309624209,1,"MENS WEAR",8238
25,4753,"Friday",60538871457,1,"DAIRY",9100
999,4754,"Friday",68113178252,1,"FINANCIAL SERVICES",280
999,4754,"Friday",68113178251,1,"FINANCIAL SERVICES",281
35,4755,"Friday",8768400103,1,"DSD GROCERY",4624
35,4755,"Friday",8768400105,1,"DSD GROCERY",4624
35,4755,"Friday",8768400099,1,"DSD GROCERY",4624
35,4755,"Friday",2840000289,1,"DSD GROCERY",3658
35,4755,"Friday",2840023824,1,"DSD GROCERY",3658
9,4757,"Friday",9736622194,1,"MEDIA AND GAMING",9680
38,4758,"Friday",7874235189,1,"DAIRY",1508
38,4758,"Friday",7874235188,1,"DAIRY",1508
38,4758,"Friday",5100014412,2,"DSD GROCERY",4649
3,4760,"Friday",68113176761,1,"FINANCIAL SERVICES",283
32,4761,"Friday",4740612857,1,"INFANT CONSUMABLE HARDLINES",519
32,4761,"Friday",6310867244,1,"BEDDING",103
32,4761,"Friday",3228126018,1,"BEDDING",7580
32,4761,"Friday",711970000006,1,"HOME MANAGEMENT",1066
32,4761,"Friday",20108800000,1,"SERVICE DELI",8014
32,4761,"Friday",4900004993,1,"DSD GROCERY",9500
5,4762,"Friday",,1,"PHARMACY RX",
5,4762,"Friday",,1,"PHARMACY RX",
999,4764,"Friday",87458603516,1,"IMPULSE MERCHANDISE",8023
999,4764,"Friday",74027501421,-1,"PERSONAL CARE",5127
34,4766,"Friday",60538802287,1,"PETS AND SUPPLIES",227
34,4766,"Friday",2310010736,1,"PETS AND SUPPLIES",230
34,4766,"Friday",68113107862,1,"BAKERY",5017
34,4766,"Friday",88439259503,1,"INFANT CONSUMABLE HARDLINES",527
9,4769,"Friday",692249579995,1,"HOME MANAGEMENT",3005
8,4772,"Friday",38151900294,1,"PERSONAL CARE",5335
8,4772,"Friday",3160404059,1,"PHARMACY OTC",1002
8,4772,"Friday",4011,1,"PRODUCE",5501
999,4775,"Friday",60538812238,-1,"FINANCIAL SERVICES",279
999,4781,"Friday",68113147314,1,"SPORTING GOODS",86
24,4784,"Friday",84943400225,1,"COOK AND DINE",2073
24,4784,"Friday",2238495288,1,"PAINT AND ACCESSORIES",3505
24,4784,"Friday",88694429729,1,"SLEEPWEAR/FOUNDATIONS",1287
24,4784,"Friday",1864325607,1,"COOK AND DINE",2061
24,4784,"Friday",1864325607,1,"COOK AND DINE",2061
24,4784,"Friday",1864325619,1,"COOK AND DINE",2061
24,4784,"Friday",7316101098,1,"BATH AND SHOWER",4901
24,4784,"Friday",76125377625,1,"LADIESWEAR",966
24,4784,"Friday",360734639626,1,"BEAUTY",2130
24,4784,"Friday",80469193890,1,"SWIMWEAR/OUTERWEAR",214
24,4784,"Friday",60538816487,1,"SHOES",4954
24,4784,"Friday",72136601089,1,"HOME DECOR",5565
24,4784,"Friday",7602630672,1,"COOK AND DINE",2067
24,4784,"Friday",68113110040,1,"INFANT CONSUMABLE HARDLINES",226
24,4784,"Friday",1864325610,1,"COOK AND DINE",2061
24,4784,"Friday",7874205465,1,"HOUSEHOLD PAPER GOODS",5210
24,4784,"Friday",7675335794,1,"COOK AND DINE",3702
24,4784,"Friday",7874202400,1,"HOUSEHOLD PAPER GOODS",5010
24,4784,"Friday",3444194501,1,"COOK AND DINE",2535
24,4784,"Friday",68113110160,1,"INFANT CONSUMABLE HARDLINES",9013
24,4784,"Friday",1864325602,1,"COOK AND DINE",2061
24,4784,"Friday",82506302898,2,"BATH AND SHOWER",1500
24,4784,"Friday",7124928457,1,"BEAUTY",2255
24,4784,"Friday",4000042431,1,"IMPULSE MERCHANDISE",100
24,4784,"Friday",7874204014,1,"HOUSEHOLD PAPER GOODS",3011
24,4784,"Friday",1112011203,1,"HOME MANAGEMENT",1150
24,4784,"Friday",5000000400,1,"DAIRY",1307
24,4784,"Friday",3100927203,2,"FABRICS AND CRAFTS",471
24,4784,"Friday",3100927899,1,"COOK AND DINE",900
24,4784,"Friday",2340000655,3,"HOUSEHOLD CHEMICALS/SUPP",1555
24,4784,"Friday",4000000032,2,"IMPULSE MERCHANDISE",100
24,4784,"Friday",7325700954,1,"PAINT AND ACCESSORIES",4313
24,4784,"Friday",4000000032,-1,"IMPULSE MERCHANDISE",100
24,4784,"Friday",84943400224,1,"COOK AND DINE",2073
24,4784,"Friday",2236759950,1,"PAINT AND ACCESSORIES",18
24,4784,"Friday",1089259207,1,"BATH AND SHOWER",2025
24,4784,"Friday",1864325603,1,"COOK AND DINE",2061
24,4784,"Friday",1864325611,1,"COOK AND DINE",2061
24,4784,"Friday",4721806156,2,"COOK AND DINE",12
24,4784,"Friday",471369868551,1,"SHOES",8422
24,4784,"Friday",88694429723,1,"SLEEPWEAR/FOUNDATIONS",1287
24,4784,"Friday",2833259366,1,"COOK AND DINE",4304
24,4784,"Friday",2238401530,1,"PAINT AND ACCESSORIES",3565
24,4784,"Friday",1864325606,1,"COOK AND DINE",2061
24,4784,"Friday",66572107926,2,"BATH AND SHOWER",1650
24,4784,"Friday",1864325618,2,"COOK AND DINE",2061
8,4786,"Friday",4142680001,1,"HOUSEHOLD PAPER GOODS",5560
44,4787,"Friday",1111126131,1,"PERSONAL CARE",1404
44,4787,"Friday",1111133388,1,"PERSONAL CARE",1404
44,4787,"Friday",4269430831,1,"BATH AND SHOWER",1321
44,4787,"Friday",6164890621,3,"HOME MANAGEMENT",8133
44,4787,"Friday",8087817684,1,"PERSONAL CARE",5040
44,4787,"Friday",75166677005,4,"PRODUCE",7804
44,4787,"Friday",8087817578,1,"PERSONAL CARE",5027
44,4787,"Friday",7778458429,1,"COOK AND DINE",3708
44,4787,"Friday",7874207966,1,"HOUSEHOLD PAPER GOODS",6020
44,4787,"Friday",7314928228,1,"HOME MANAGEMENT",6642
44,4787,"Friday",78035378403,2,"PRODUCE",3601
44,4787,"Friday",7179880360,1,"HOUSEHOLD CHEMICALS/SUPP",401
44,4787,"Friday",87521700406,1,"COOK AND DINE",3749
44,4787,"Friday",7314906279,1,"HOME MANAGEMENT",4206
44,4787,"Friday",71441503540,1,"IMPULSE MERCHANDISE",8205
44,4787,"Friday",3338365585,2,"PRODUCE",7809
7,4790,"Friday",68113191698,1,"SERVICE DELI",7100
3,4792,"Friday",60538819035,1,"FINANCIAL SERVICES",1000
3,4792,"Friday",83032400641,1,"IMPULSE MERCHANDISE",1001
30,4793,"Friday",60538809201,1,"SHOES",1385
30,4793,"Friday",60538812523,1,"SHOES",3404
9,4795,"Friday",73651154066,2,"AUTOMOTIVE",900
999,4797,"Friday",64541681961,-1,"CELEBRATION",988
999,4797,"Friday",64541681961,1,"CELEBRATION",988
7,4798,"Friday",7874298690,4,"BAKERY",5024
9,4800,"Friday",64541681961,1,"CELEBRATION",988
22,4802,"Friday",4266610901,1,"FURNITURE",4923
22,4802,"Friday",4900002470,1,"DSD GROCERY",3042
22,4802,"Friday",4266610923,1,"FURNITURE",5310
22,4802,"Friday",2840004176,2,"IMPULSE MERCHANDISE",807
22,4802,"Friday",3800084522,1,"DSD GROCERY",3353
22,4802,"Friday",3700087626,1,"HOUSEHOLD CHEMICALS/SUPP",700
22,4802,"Friday",2840005515,1,"DSD GROCERY",3352
22,4802,"Friday",2100061688,1,"DAIRY",7956
22,4802,"Friday",3700039300,1,"HOUSEHOLD CHEMICALS/SUPP",2040
22,4802,"Friday",5381834002,1,"ELECTRONICS",3613
22,4802,"Friday",3800084709,1,"DSD GROCERY",3353
32,4806,"Friday",65651449773,1,"JEWELRY AND SUNGLASSES",560
32,4806,"Friday",61156657312,1,"JEWELRY AND SUNGLASSES",345
32,4806,"Friday",88851071541,1,"INFANT APPAREL",6655
32,4806,"Friday",88851071300,1,"INFANT APPAREL",6655
32,4806,"Friday",88625214243,2,"INFANT APPAREL",418
8,4809,"Friday",1760002147,1,"GROCERY DRY GOODS",2219
8,4809,"Friday",1660000005,1,"DSD GROCERY",3404
8,4816,"Friday",85403400373,1,"INFANT CONSUMABLE HARDLINES",1004
8,4816,"Friday",7502001809,1,"INFANT CONSUMABLE HARDLINES",1004
8,4816,"Friday",3700028250,1,"INFANT CONSUMABLE HARDLINES",9011
15,4819,"Friday",7874298335,1,"BAKERY",2042
15,4819,"Friday",7352590118,1,"CELEBRATION",205
25,4821,"Friday",82043614845,1,"GIRLS WEAR, 4-6X  AND 7-14",3457
25,4821,"Friday",80829593567,1,"GIRLS WEAR, 4-6X  AND 7-14",167
25,4821,"Friday",1292626533,1,"SHOES",4384
25,4821,"Friday",880615608004,1,"GIRLS WEAR, 4-6X  AND 7-14",103
25,4821,"Friday",78114752685,1,"GIRLS WEAR, 4-6X  AND 7-14",393
25,4821,"Friday",880615607997,1,"GIRLS WEAR, 4-6X  AND 7-14",103
25,4821,"Friday",3825758846,1,"GIRLS WEAR, 4-6X  AND 7-14",7217
25,4821,"Friday",60538812516,1,"SHOES",3404
25,4821,"Friday",60538812513,1,"SHOES",4363
25,4821,"Friday",80829596460,1,"GIRLS WEAR, 4-6X  AND 7-14",368
25,4821,"Friday",78114752689,1,"GIRLS WEAR, 4-6X  AND 7-14",393
25,4821,"Friday",88309604968,1,"GIRLS WEAR, 4-6X  AND 7-14",7228
25,4821,"Friday",1292629557,1,"SHOES",3387
25,4821,"Friday",73240956505,1,"GIRLS WEAR, 4-6X  AND 7-14",193
25,4821,"Friday",80829587983,1,"GIRLS WEAR, 4-6X  AND 7-14",368
25,4821,"Friday",8669408728,1,"GIRLS WEAR, 4-6X  AND 7-14",7254
25,4821,"Friday",88652497076,1,"SHOES",4303
25,4821,"Friday",82043614843,1,"GIRLS WEAR, 4-6X  AND 7-14",3457
38,4823,"Friday",76211179575,1,"GROCERY DRY GOODS",3308
38,4823,"Friday",76211188554,2,"GROCERY DRY GOODS",3308
38,4823,"Friday",3800092668,1,"GROCERY DRY GOODS",3600
38,4823,"Friday",7343500004,1,"COMM BREAD",3791
38,4823,"Friday",68113132352,1,"SERVICE DELI",8013
38,4823,"Friday",76211120625,4,"GROCERY DRY GOODS",3308
38,4823,"Friday",68113107862,1,"BAKERY",5017
38,4823,"Friday",76211196699,1,"GROCERY DRY GOODS",3308
38,4823,"Friday",76211177857,1,"GROCERY DRY GOODS",3308
999,4825,"Friday",72654751885,-1,"LADIESWEAR",413
999,4825,"Friday",78665841929,-1,"LADIESWEAR",787
999,4825,"Friday",5217588046,-1,"LADIESWEAR",700
39,4826,"Friday",2733100514,1,"DAIRY",7962
39,4826,"Friday",88309624217,1,"MENS WEAR",8237
39,4826,"Friday",4200015104,1,"HOUSEHOLD PAPER GOODS",5030
39,4826,"Friday",2100063897,1,"DAIRY",7955
39,4826,"Friday",7533862608,1,"MENS WEAR",5210
39,4826,"Friday",4393549360,1,"MENS WEAR",5702
39,4826,"Friday",2100004684,1,"GROCERY DRY GOODS",3202
39,4826,"Friday",4087,1,"PRODUCE",7803
39,4826,"Friday",7152416983,2,"GROCERY DRY GOODS",2992
39,4826,"Friday",65876136931,1,"MEAT - FRESH & FROZEN",5501
39,4826,"Friday",2270009777,1,"BEAUTY",2230
39,4826,"Friday",3700015849,1,"HOUSEHOLD CHEMICALS/SUPP",9055
39,4826,"Friday",4116563033,1,"HOUSEHOLD PAPER GOODS",5550
999,4828,"Friday",2840016567,1,"IMPULSE MERCHANDISE",808
999,4828,"Friday",2840016567,-1,"IMPULSE MERCHANDISE",808
38,4829,"Friday",7314994004,3,"HOME MANAGEMENT",6610
38,4829,"Friday",76211162285,1,"GROCERY DRY GOODS",3308
38,4829,"Friday",76211120625,1,"GROCERY DRY GOODS",3308
38,4829,"Friday",76211162291,1,"GROCERY DRY GOODS",3308
38,4829,"Friday",76211179575,4,"GROCERY DRY GOODS",3308
25,4830,"Friday",88309614679,1,"MENS WEAR",5665
25,4830,"Friday",88309620200,1,"MENS WEAR",8238
25,4830,"Friday",60538815630,1,"SHOES",1657
7,4831,"Friday",7100721362,1,"SERVICE DELI",4005
39,4834,"Friday",2310010363,1,"PETS AND SUPPLIES",230
39,4834,"Friday",5150025560,1,"GROCERY DRY GOODS",2651
39,4834,"Friday",5010030296,1,"PRE PACKED DELI",7451
39,4834,"Friday",2430083796,1,"COMM BREAD",2286
39,4834,"Friday",5150000055,1,"GROCERY DRY GOODS",2500
25,4835,"Friday",880614469278,2,"SLEEPWEAR/FOUNDATIONS",7230
25,4835,"Friday",3224786524,2,"LAWN AND GARDEN",5633
25,4835,"Friday",76705282917,1,"SLEEPWEAR/FOUNDATIONS",7230
25,4835,"Friday",3700082317,1,"IMPULSE MERCHANDISE",337
25,4835,"Friday",76705282297,1,"SLEEPWEAR/FOUNDATIONS",7230
8,4836,"Friday",7874203762,1,"BAKERY",2030
37,4837,"Friday",71631052184,1,"PRODUCE",7817
37,4837,"Friday",4470007511,1,"PRE PACKED DELI",7554
37,4837,"Friday",76101040154,1,"PRODUCE",5610
37,4837,"Friday",4065,1,"PRODUCE",8101
37,4837,"Friday",7341001385,1,"COMM BREAD",3761
37,4837,"Friday",20747800000,2,"MEAT - FRESH & FROZEN",6353
37,4837,"Friday",4460030769,-1,"HOUSEHOLD CHEMICALS/SUPP",1025
37,4837,"Friday",7874207817,3,"GROCERY DRY GOODS",2831
37,4837,"Friday",7874243352,2,"GROCERY DRY GOODS",2831
37,4837,"Friday",4029,1,"PRODUCE",6201
37,4837,"Friday",2700038823,2,"GROCERY DRY GOODS",2405
37,4837,"Friday",65876136851,1,"MEAT - FRESH & FROZEN",6075
37,4837,"Friday",4460030769,1,"HOUSEHOLD CHEMICALS/SUPP",1025
37,4837,"Friday",71514171682,1,"DAIRY",9022
37,4837,"Friday",3338366000,1,"PRODUCE",7702
37,4837,"Friday",4011,1,"PRODUCE",5501
37,4837,"Friday",7680828018,1,"GROCERY DRY GOODS",3901
37,4837,"Friday",88828940068,1,"PRODUCE",1218
37,4837,"Friday",2400037116,1,"GROCERY DRY GOODS",2405
37,4837,"Friday",5210002739,1,"GROCERY DRY GOODS",4252
37,4837,"Friday",7874205540,1,"DAIRY",7960
37,4837,"Friday",4470007502,1,"PRE PACKED DELI",7508
37,4837,"Friday",3700022405,1,"HOUSEHOLD CHEMICALS/SUPP",600
37,4837,"Friday",3338360152,1,"PRODUCE",4030
19,4838,"Friday",88775808854,1,"ELECTRONICS",1260
19,4838,"Friday",88775808855,1,"ELECTRONICS",1264
37,4841,"Friday",7874211680,1,"GROCERY DRY GOODS",2995
37,4841,"Friday",7423498112,1,"GROCERY DRY GOODS",2995
37,4841,"Friday",22591000000,1,"MEAT - FRESH & FROZEN",6300
37,4841,"Friday",60538871457,3,"DAIRY",9100
37,4841,"Friday",22680600000,1,"MEAT - FRESH & FROZEN",6568
37,4841,"Friday",3729791447,1,"GROCERY DRY GOODS",2707
37,4841,"Friday",7800001305,3,"DSD GROCERY",2403
37,4841,"Friday",4900003165,2,"DSD GROCERY",9205
37,4841,"Friday",20717400000,2,"MEAT - FRESH & FROZEN",6568
37,4841,"Friday",7976503128,2,"DSD GROCERY",9206
37,4841,"Friday",1200080994,3,"DSD GROCERY",9516
37,4841,"Friday",3729794447,1,"GROCERY DRY GOODS",2707
37,4841,"Friday",7494109822,3,"MEAT - FRESH & FROZEN",6200
37,4841,"Friday",76101040154,2,"PRODUCE",5610
37,4841,"Friday",22763000000,1,"MEAT - FRESH & FROZEN",1039
37,4841,"Friday",3384400067,1,"GROCERY DRY GOODS",4293
24,4845,"Friday",3400000665,1,"IMPULSE MERCHANDISE",145
24,4845,"Friday",3742332075,1,"TOYS",5322
24,4845,"Friday",7352713616,3,"HOME MANAGEMENT",5440
24,4845,"Friday",7352713616,1,"HOME MANAGEMENT",5440
36,4848,"Friday",2410057467,1,"IMPULSE MERCHANDISE",805
36,4848,"Friday",68113191697,1,"SERVICE DELI",7100
36,4848,"Friday",3056108901,1,"IMPULSE MERCHANDISE",601
36,4848,"Friday",83997700600,1,"BEAUTY",4630
999,4849,"Friday",88727605583,-1,"ELECTRONICS",3642
999,4849,"Friday",88727605583,1,"ELECTRONICS",3642
999,4849,"Friday",88727605583,-1,"ELECTRONICS",3642
8,4850,"Friday",78765176002,1,"PHARMACY OTC",1638
8,4850,"Friday",30997863400,1,"PERSONAL CARE",55
5,4851,"Friday",89844000116,1,"PHARMACY OTC",903
5,4851,"Friday",68113173208,1,"PHARMACY OTC",1542
5,4851,"Friday",68113183712,1,"PHARMACY OTC",2106
38,4852,"Friday",7874222597,1,"DSD GROCERY",4639
38,4852,"Friday",3338365020,1,"PRODUCE",7501
38,4852,"Friday",7056083155,1,"FROZEN FOODS",1752
38,4852,"Friday",7225004319,1,"COMM BREAD",3702
38,4852,"Friday",74236526447,1,"DAIRY",1510
38,4852,"Friday",4011,1,"PRODUCE",5501
38,4852,"Friday",7342000011,1,"DAIRY",1353
38,4852,"Friday",7874222622,1,"GROCERY DRY GOODS",3306
38,4852,"Friday",4460030769,1,"HOUSEHOLD CHEMICALS/SUPP",1025
38,4852,"Friday",4400003211,1,"IMPULSE MERCHANDISE",804
38,4852,"Friday",7287827523,3,"GROCERY DRY GOODS",2995
38,4852,"Friday",8019630502,1,"PHARMACY OTC",3523
38,4852,"Friday",2800030050,1,"GROCERY DRY GOODS",3304
38,4852,"Friday",7874206211,2,"GROCERY DRY GOODS",2836
30,4853,"Friday",60538816092,1,"SHOES",3366
30,4853,"Friday",78693683560,1,"MEDIA AND GAMING",9680
6,4856,"Friday",2820000477,1,"CANDY, TOBACCO, COOKIES",8012
3,4860,"Friday",79936675301,1,"LARGE HOUSEHOLD GOODS",2
3,4860,"Friday",60538802945,1,"IMPULSE MERCHANDISE",1001
8,4865,"Friday",4000042431,1,"IMPULSE MERCHANDISE",100
8,4865,"Friday",2840033399,1,"IMPULSE MERCHANDISE",808
33,4866,"Friday",5114123352,2,"HOUSEHOLD CHEMICALS/SUPP",9610
33,4866,"Friday",6233887979,3,"HOUSEHOLD CHEMICALS/SUPP",7520
33,4866,"Friday",4460030770,1,"HOUSEHOLD CHEMICALS/SUPP",1025
33,4866,"Friday",7874204025,2,"HOUSEHOLD PAPER GOODS",1008
33,4866,"Friday",8680087036,1,"BEAUTY",6100
33,4866,"Friday",3706407470,1,"HOUSEHOLD CHEMICALS/SUPP",18
33,4866,"Friday",5138638001,2,"HOUSEHOLD CHEMICALS/SUPP",9720
33,4866,"Friday",68333351133,1,"HOUSEHOLD CHEMICALS/SUPP",19
33,4866,"Friday",4747558814,1,"CELEBRATION",5507
33,4866,"Friday",4650026363,1,"HOUSEHOLD CHEMICALS/SUPP",8610
32,4870,"Friday",88530625746,1,"INFANT APPAREL",3
32,4870,"Friday",4812125319,1,"COMM BREAD",3719
32,4870,"Friday",2070922001,1,"IMPULSE MERCHANDISE",110
32,4870,"Friday",4796827502,1,"INFANT CONSUMABLE HARDLINES",2117
32,4870,"Friday",4529900291,1,"INFANT APPAREL",6
32,4870,"Friday",3760031397,1,"PRE PACKED DELI",7208
40,4873,"Friday",7874237433,2,"GROCERY DRY GOODS",2302
40,4873,"Friday",7874205426,2,"GROCERY DRY GOODS",2804
40,4873,"Friday",4800121348,1,"GROCERY DRY GOODS",2452
40,4873,"Friday",7218063469,3,"FROZEN FOODS",9116
40,4873,"Friday",7874202062,1,"GROCERY DRY GOODS",3106
40,4873,"Friday",7874208369,2,"FROZEN FOODS",1750
40,4873,"Friday",7874206429,1,"PRE PACKED DELI",7550
40,4873,"Friday",3710217020,1,"PRODUCE",6982
40,4873,"Friday",7248901001,5,"SPORTING GOODS",8392
40,4873,"Friday",7874237160,2,"GROCERY DRY GOODS",3122
40,4873,"Friday",7874222658,3,"DSD GROCERY",1108
40,4873,"Friday",7874207276,2,"GROCERY DRY GOODS",3106
40,4873,"Friday",4167013258,1,"PERSONAL CARE",5230
40,4873,"Friday",3338366000,1,"PRODUCE",7702
40,4873,"Friday",76125378579,1,"MENS WEAR",1210
40,4873,"Friday",7874206199,2,"GROCERY DRY GOODS",2837
40,4873,"Friday",3338370020,1,"PRODUCE",8403
40,4873,"Friday",7874205540,1,"DAIRY",7960
40,4873,"Friday",22763000000,1,"MEAT - FRESH & FROZEN",1039
40,4873,"Friday",2733100051,1,"COMM BREAD",3706
40,4873,"Friday",3338365322,1,"PRODUCE",7601
30,4874,"Friday",72042285361,1,"SHOES",1555
8,4875,"Friday",2840043774,1,"IMPULSE MERCHANDISE",808
5,4877,"Friday",38137004723,1,"PHARMACY OTC",3516
999,4879,"Friday",63887333579,-2,"GIRLS WEAR, 4-6X  AND 7-14",1355
8,4881,"Friday",7046243123,1,"CANDY, TOBACCO, COOKIES",707
7,4883,"Friday",20577400000,1,"SERVICE DELI",8015
7,4883,"Friday",22501100000,1,"SERVICE DELI",8003
999,4884,"Friday",,1,"NULL",
42,4885,"Friday",1382851073,1,"LAWN AND GARDEN",1742
42,4885,"Friday",7357715461,1,"OFFICE SUPPLIES",3718
42,4885,"Friday",7316199910,1,"BATH AND SHOWER",4910
42,4885,"Friday",5233633145,1,"PERSONAL CARE",5230
42,4885,"Friday",3506192820,1,"HARDWARE",4107
42,4885,"Friday",7098201024,1,"HOME MANAGEMENT",8446
42,4885,"Friday",2120001053,1,"OFFICE SUPPLIES",3740
42,4885,"Friday",7535322321,1,"HOME MANAGEMENT",5140
42,4885,"Friday",3500055100,1,"PERSONAL CARE",401
42,4885,"Friday",76594016900,1,"FABRICS AND CRAFTS",617
42,4885,"Friday",75680930999,1,"BATH AND SHOWER",4905
42,4885,"Friday",68113110482,1,"PHARMACY OTC",256
39,4888,"Friday",7172572834,1,"PRODUCE",177
39,4888,"Friday",5113120884,1,"SPORTING GOODS",8405
39,4888,"Friday",1450001099,2,"FROZEN FOODS",1750
39,4888,"Friday",5480003177,1,"GROCERY DRY GOODS",3815
39,4888,"Friday",74759930651,1,"CANDY, TOBACCO, COOKIES",87
39,4888,"Friday",3800084509,1,"DSD GROCERY",3353
39,4888,"Friday",84105800700,1,"PERSONAL CARE",1409
39,4888,"Friday",74759931898,1,"CANDY, TOBACCO, COOKIES",87
39,4888,"Friday",7214000514,1,"IMPULSE MERCHANDISE",338
39,4888,"Friday",3450015135,1,"DAIRY",1201
39,4888,"Friday",7114600245,1,"PRODUCE",256
39,4888,"Friday",8312010209,2,"LIQUOR,WINE,BEER",2300
39,4890,"Friday",2370001405,1,"FROZEN FOODS",6300
39,4890,"Friday",2260021031,1,"PERSONAL CARE",1414
39,4890,"Friday",7874214765,1,"BAKERY",3004
39,4890,"Friday",20966500000,1,"SERVICE DELI",7010
39,4890,"Friday",7790050242,1,"FROZEN FOODS",1201
39,4890,"Friday",7417042329,1,"BEAUTY",3100
999,4891,"Friday",1200028619,-1,"DSD GROCERY",3054
999,4891,"Friday",2840016207,-1,"IMPULSE MERCHANDISE",808
999,4891,"Friday",2500005392,-1,"DSD GROCERY",3004
42,4894,"Friday",3228168242,1,"BATH AND SHOWER",704
42,4894,"Friday",7940019116,1,"PERSONAL CARE",31
42,4894,"Friday",7867815670,1,"BATH AND SHOWER",1290
42,4894,"Friday",489410210049,1,"OFFICE SUPPLIES",4942
42,4894,"Friday",88888602111,1,"BOYS WEAR",8000
8,4895,"Friday",1370021755,1,"HOUSEHOLD PAPER GOODS",209
32,4898,"Friday",1132111626,1,"INFANT APPAREL",71
32,4898,"Friday",7502002346,1,"INFANT CONSUMABLE HARDLINES",1001
32,4898,"Friday",7153412930,1,"INFANT APPAREL",14
32,4898,"Friday",60538816507,1,"SHOES",2500
32,4898,"Friday",68113106566,1,"PHARMACY OTC",1357
32,4898,"Friday",7153412923,1,"INFANT APPAREL",14
32,4898,"Friday",4529900335,1,"INFANT APPAREL",6
32,4898,"Friday",4900003076,1,"DSD GROCERY",3000
32,4898,"Friday",1500014000,1,"DSD GROCERY",9223
32,4898,"Friday",38137004352,1,"PERSONAL CARE",3020
32,4898,"Friday",5400010183,1,"HOUSEHOLD PAPER GOODS",3004
32,4898,"Friday",4011,1,"PRODUCE",5501
32,4898,"Friday",1500014000,1,"DSD GROCERY",9223
32,4898,"Friday",4200044515,1,"HOUSEHOLD PAPER GOODS",1080
7,4900,"Friday",9396651500,1,"DAIRY",1510
7,4900,"Friday",3940001612,1,"GROCERY DRY GOODS",2827
7,4900,"Friday",7294560146,1,"COMM BREAD",3704
7,4900,"Friday",65876136801,1,"MEAT - FRESH & FROZEN",6074
7,4900,"Friday",4610000164,1,"DAIRY",7960
7,4900,"Friday",4093,1,"PRODUCE",4008
7,4900,"Friday",61611203152,1,"PRODUCE",7143
7,4900,"Friday",3090000716,1,"DAIRY",7960
8,4906,"Friday",60538810506,1,"SHOES",4815
8,4906,"Friday",7084781116,1,"DSD GROCERY",3467
43,4908,"Friday",3930773003,1,"MENS WEAR",1609
43,4908,"Friday",6439202024,1,"OFFICE SUPPLIES",571
43,4908,"Friday",64598100025,1,"PHARMACY OTC",4081
43,4908,"Friday",4900001916,1,"DSD GROCERY",9546
43,4908,"Friday",30573016440,1,"PHARMACY OTC",2059
32,4909,"Friday",88851040543,1,"INFANT APPAREL",6406
32,4909,"Friday",88614999486,1,"INFANT APPAREL",1116
32,4909,"Friday",3825775515,1,"MENS WEAR",8229
32,4909,"Friday",8021302859,1,"INFANT CONSUMABLE HARDLINES",847
32,4909,"Friday",5200032866,1,"DSD GROCERY",4606
32,4909,"Friday",8511846128,1,"INFANT APPAREL",6340
32,4909,"Friday",1325928853,1,"INFANT APPAREL",6678
32,4909,"Friday",7223900155,1,"INFANT CONSUMABLE HARDLINES",1001
32,4909,"Friday",1325928868,1,"INFANT APPAREL",6678
32,4909,"Friday",3825775494,1,"MENS WEAR",8228
32,4909,"Friday",8511846164,1,"INFANT APPAREL",6340
8,4910,"Friday",3400000239,1,"IMPULSE MERCHANDISE",100
9,4913,"Friday",3218753206,1,"TOYS",1206
9,4913,"Friday",71976795625,1,"TOYS",5322
9,4913,"Friday",4400003211,1,"IMPULSE MERCHANDISE",804
29,4915,"Friday",88859694414,1,"MENS WEAR",8266
29,4915,"Friday",5324226487,1,"SPORTING GOODS",6308
29,4915,"Friday",4110000283,1,"BEAUTY",6080
29,4915,"Friday",7825731696,1,"TOYS",4520
29,4915,"Friday",1284409850,1,"AUTOMOTIVE",250
3,4916,"Friday",79936663195,1,"IMPULSE MERCHANDISE",1749
3,4916,"Friday",60538802945,1,"IMPULSE MERCHANDISE",1001
999,4920,"Friday",7825731574,-1,"BEDDING",2487
999,4920,"Friday",7825731574,1,"BEDDING",2487
999,4921,"Friday",7874209298,1,"DSD GROCERY",3561
999,4921,"Friday",1300061515,1,"GROCERY DRY GOODS",2452
999,4921,"Friday",3410000882,1,"LIQUOR,WINE,BEER",108
999,4921,"Friday",2898956910,1,"FROZEN FOODS",1908
999,4921,"Friday",7341002804,1,"COMM BREAD",3761
999,4921,"Friday",4227200164,2,"FROZEN FOODS",4130
999,4921,"Friday",7146401831,1,"PRODUCE",7132
999,4921,"Friday",83373500137,2,"FROZEN FOODS",1908
22,4922,"Friday",88392946587,1,"MEDIA AND GAMING",9625
22,4922,"Friday",4080,1,"PRODUCE",7904
22,4922,"Friday",1200000159,1,"DSD GROCERY",9211
22,4922,"Friday",4400003211,1,"IMPULSE MERCHANDISE",804
34,4923,"Friday",5000042874,4,"PETS AND SUPPLIES",1436
34,4923,"Friday",68113105894,1,"PETS AND SUPPLIES",4300
